PMCID	Abbreviations	Abstract	Acknowledgments	Article	Author Contributions	Case study	Competing Interests	Conclusion	Discussion	Figure	Introduction	Methods	References	Results	Supplementary material	Table	Title	
PMC5789373	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3482300	0	0	0	1	0	0	0	0	0	16	0	1	0	0	0	0	0	
PMC4706650	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4762201	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3440418	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5887155	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	
PMC6348282	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6604942	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5025496	0	0	0	0	0	0	0	0	2	0	0	4	0	7	0	0	0	
PMC4826182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC2871547	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3799568	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6411932	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5814520	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC4600271	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4848608	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4080319	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6070871	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4439895	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC6117641	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC4956440	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC2034476	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC3645661	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3497298	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3622471	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4529459	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC4199295	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6224502	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	
PMC4634965	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6416920	0	0	5	0	0	0	0	0	0	0	0	6	0	3	0	0	0	
PMC4689960	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	
PMC6009762	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5904969	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
PMC5412902	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6391520	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6293622	0	0	0	1	0	0	0	0	6	0	1	2	0	6	0	0	0	
PMC5733117	0	0	0	0	0	0	0	0	5	0	0	1	0	7	0	0	0	
PMC5865342	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC3065315	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5037132	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6211321	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4198115	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
PMC5552343	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5756897	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	
PMC5795424	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5430843	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5017641	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6581110	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC3956815	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4144094	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
PMC5688149	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	
PMC4696224	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6557258	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5519777	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	
PMC4596311	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5589538	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5402051	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5983981	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5133849	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	
PMC4906909	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3572383	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC3607563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5064798	0	0	0	0	0	0	0	0	1	0	2	13	0	2	0	0	0	
PMC3706717	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3125784	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5498867	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC6048764	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC5798844	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	
PMC3928365	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC4038320	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6595145	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC3648568	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC5964595	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC6332695	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
PMC4731645	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	
PMC3003701	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5961329	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC4930460	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5854844	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5308812	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
PMC5872585	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	
PMC5896074	0	0	0	0	0	0	0	0	3	0	0	2	0	4	0	0	0	
PMC4369895	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4246646	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC3908959	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5558932	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC6445409	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5663739	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5364624	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5101892	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	
PMC3401164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5610413	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5039700	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
PMC4328036	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4567171	0	5	0	0	0	0	0	0	4	0	3	0	0	9	0	0	0	
PMC3586075	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
PMC3529607	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC4236859	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5012510	0	0	0	8	0	0	0	0	0	5	0	1	0	1	0	0	0	
PMC2650258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC4510683	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	
PMC3447233	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	
PMC5362628	0	2	0	0	0	0	0	0	2	0	0	2	0	0	4	0	0	
PMC4815063	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	
PMC5856830	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC5177647	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC4675542	0	0	0	0	0	0	0	0	18	0	0	0	0	34	0	0	0	
PMC6410131	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
PMC5906591	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	
PMC6396567	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6302743	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
PMC6388674	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC6278443	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC5192245	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PMC6061697	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC4465945	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3512429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4413364	0	22	0	0	0	0	0	0	8	0	0	3	0	5	0	0	0	
PMC4011742	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
PMC5521137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6481452	0	1	0	0	0	0	0	0	2	0	4	1	0	0	0	0	0	
PMC6118154	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	
PMC6488298	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6617088	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3622969	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4948828	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
PMC4507879	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5672780	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6540523	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5732159	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6584980	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6300007	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3374353	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	
PMC3572996	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	
PMC3795062	0	0	0	0	0	0	0	0	1	0	0	7	0	10	0	0	0	
PMC3867857	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6272577	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC4573472	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5530573	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5742214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5875167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5555967	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
PMC6108851	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3777190	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC4731307	0	3	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	
PMC5491562	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4980471	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5452162	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6355029	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	
PMC5455322	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC3917442	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC4849758	0	0	0	0	0	0	0	0	0	0	0	5	0	3	5	0	0	
PMC4022805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6337768	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6588576	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6022805	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	
PMC6513849	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4739312	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC4398389	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5033456	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
PMC5693931	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	
PMC3553412	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6030458	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3338476	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
PMC5652911	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5112547	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3012846	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6321871	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	
PMC3542266	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC6307170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6213369	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4041783	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	
PMC4897956	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	
PMC2703893	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
PMC5976669	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6010989	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4589375	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3984112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
PMC6030343	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6579909	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5883146	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
PMC5647153	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4773103	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	
PMC4592989	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5073259	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3578447	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
PMC6299019	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6001407	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5436355	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4200275	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	
PMC2815189	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC3925764	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC4750763	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4819271	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5048477	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
PMC6429806	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5495861	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5112614	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	
PMC6039308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4338280	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3669416	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	
PMC5836413	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6592701	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC5866425	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5005774	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	
PMC4989154	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6067783	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6091082	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC3937997	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC2443752	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5498047	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4598998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4124060	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC2429975	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	
PMC6189130	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC6438948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5384566	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	
PMC5472631	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5870173	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5343877	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
PMC5919734	0	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	
PMC4259332	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3589640	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
PMC5504735	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC2671204	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC4323210	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5554395	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
PMC2726434	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6025507	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC6581177	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4248065	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC4524388	0	5	0	0	0	0	0	0	7	0	0	4	0	15	0	0	0	
PMC4004906	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6027278	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	
PMC4339580	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	
PMC3404022	0	1	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	
PMC3377560	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
PMC4199765	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4743960	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4406717	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC6222902	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC4841133	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5536276	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6055583	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC3587929	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6528706	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC5310022	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6470502	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6521910	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC4514002	0	0	0	7	0	0	0	0	14	0	0	1	0	2	0	0	0	
PMC6206903	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	
PMC3662678	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5684418	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3315512	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	
PMC3887307	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	
PMC5893744	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC6614843	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5223061	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3602521	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3789833	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6521461	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4759096	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
PMC4667679	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4566203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3750013	0	0	0	0	0	0	0	0	6	0	8	8	0	4	0	0	0	
PMC6393587	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC3652099	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
PMC3790087	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5691136	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC4612603	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC3540068	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC3776811	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	
PMC3170554	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5435950	0	0	0	2	0	0	0	0	0	0	1	2	0	3	0	0	0	
PMC5082797	0	0	0	0	0	0	0	0	9	0	0	0	0	5	26	0	0	
PMC3595223	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4820939	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5168427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC6249002	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	
PMC6299516	0	4	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	
PMC5323820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6030286	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC5023896	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
PMC3132486	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC6506619	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	
PMC2571936	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4492579	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	
PMC4986532	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
PMC6327431	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC2783367	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4462605	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	
PMC4323215	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6498462	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	
PMC5705369	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5697668	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	
PMC6162503	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC6522731	0	6	0	0	0	0	0	0	10	0	3	6	0	11	0	0	0	
PMC1762336	0	0	0	0	0	0	0	0	0	0	0	7	0	10	0	0	0	
PMC5745015	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5318454	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	
PMC3723636	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5666280	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6477737	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5660983	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6143467	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4396430	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
PMC3223060	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	
PMC4058124	0	0	0	0	0	0	0	0	8	4	0	7	0	0	0	0	0	
PMC4700252	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5772163	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PMC6423615	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
PMC5381642	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	
PMC6381130	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5331821	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC4549079	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC4789555	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
PMC4670510	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6520328	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	
PMC6458353	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4250976	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	
PMC3246023	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6459841	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	
PMC4856138	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	
PMC2948431	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5006651	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
PMC5217269	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
PMC5998120	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
PMC5485282	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5530848	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
PMC3834335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4081738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
