PMCID	Abbreviations	Abstract	Acknowledgments	Article	Author Contributions	Case study	Competing Interests	Conclusion	Discussion	Figure	Introduction	Methods	References	Results	Supplementary material	Table	Title	
PMC4116600	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6282795	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC3618271	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5679755	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4990229	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	
PMC3732663	0	0	0	0	0	0	0	0	16	0	0	0	0	6	0	0	0	
PMC4999029	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4543515	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6407101	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5829437	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC4887087	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	
PMC2727005	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5365225	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6156879	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5998506	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4610166	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC4049587	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5035293	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5792646	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4931191	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3296014	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5867870	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	0	
PMC5449638	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4321213	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC6354941	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6321306	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
PMC6218100	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5386642	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC3729949	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5013637	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC3422313	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	
PMC4548470	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC1669715	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4382287	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	
PMC4802012	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
PMC5584811	0	0	0	0	0	0	0	0	0	0	0	2	0	21	8	0	0	
PMC3161288	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5429578	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC3885698	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	
PMC5830731	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5876870	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC5885039	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC2275159	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5917422	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4213676	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
PMC4018399	0	2	0	0	0	0	0	0	6	0	1	8	0	32	0	0	0	
PMC5689723	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6493301	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
PMC3037385	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4459462	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4875745	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	
PMC6460089	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4872114	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC4012441	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5737911	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5504191	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4380330	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC5974923	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	
PMC5207304	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4959244	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC6490387	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC4791558	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5627501	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0	
PMC5430849	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	
PMC4753243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5933771	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5743704	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
PMC2803127	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC5062979	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6018674	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5863458	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6530248	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	
PMC5951806	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	
PMC5315541	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3285585	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	
PMC2862164	0	0	0	14	0	0	0	0	0	1	0	13	0	0	0	0	0	
PMC4559136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5100175	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	
PMC4393062	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	
PMC6300045	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6203398	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4616712	0	3	0	0	0	0	0	0	3	0	1	3	0	3	0	0	0	
PMC6393389	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC5638586	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6412330	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
PMC2268851	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	
PMC4732008	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3436836	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC6476933	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC4719683	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5494172	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6072070	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5563462	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	
PMC5486090	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC5797364	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6379440	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5779727	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	
PMC6398074	0	9	0	0	0	0	0	0	7	0	0	18	0	4	0	0	0	
PMC4517807	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	
PMC5789414	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	
PMC3010673	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	
PMC3749129	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC4130595	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5852111	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6315103	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	
PMC5701487	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5048719	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4587935	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
PMC4621829	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5370280	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC6240526	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
PMC2043492	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3234942	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	
PMC4221712	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5975052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5871877	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4181732	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
PMC4909778	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5887887	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4979510	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
PMC3102725	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	
PMC2567030	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5549387	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	
PMC4546326	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4987876	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6283464	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4556473	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC6447842	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5845198	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4098986	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6274577	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	
PMC3447774	0	0	0	0	0	0	0	0	0	0	0	15	0	4	3	0	0	
PMC4647532	0	0	0	2	0	0	0	0	6	0	0	8	0	4	0	0	0	
PMC4632760	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5980956	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC2413013	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	
PMC6408501	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
PMC3642108	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4731572	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	
PMC3665925	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6445107	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	
PMC3666991	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	
PMC3016427	0	20	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	
PMC4568887	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC1538984	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3460926	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
PMC3772847	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
PMC6082671	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5789541	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5197923	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC6206172	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5369693	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6581682	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6175956	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC6206758	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3645732	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6027319	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	
PMC5672136	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	
PMC2817724	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4718984	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC4350173	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5643059	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC4635852	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4831159	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6151423	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	
PMC3667781	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3792071	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	
PMC4460562	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4623597	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	
PMC3643941	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4974795	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6343961	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5571200	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	0	0	
PMC3257281	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6377785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6399891	0	0	10	0	0	0	0	0	2	0	0	9	0	19	0	0	0	
PMC5154582	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	
PMC5753684	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC5629796	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PMC4392478	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6070925	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC6395475	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
PMC4119968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4145800	0	0	2	0	0	0	0	0	0	0	0	6	0	4	0	0	0	
PMC6221965	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
PMC4385036	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC4750701	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	
PMC5157207	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	
PMC4068722	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4260036	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC5462432	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4444133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3499528	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC3156792	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC3044758	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5902571	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4417516	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	
PMC3285582	0	2	0	0	0	0	0	0	1	0	0	2	0	11	0	0	0	
PMC2903609	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6331413	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	
PMC5669235	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC4324215	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6410148	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4396993	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC5369986	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5019492	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	
PMC3569321	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5929117	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
PMC5012619	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6462804	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5810216	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
PMC2859222	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC2605929	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC3382619	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6489530	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3390351	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5364563	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4944186	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC3894289	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6359705	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC2857991	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4449296	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3577719	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	
PMC4446436	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC2656577	0	9	0	0	0	0	0	0	18	2	0	5	0	23	0	0	0	
PMC6590332	0	3	0	0	0	0	0	0	4	0	1	0	0	15	0	0	0	
PMC6181221	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	
PMC4077321	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC3954890	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC6322092	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5054003	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
PMC3466192	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
PMC5502412	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	
PMC4580349	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5432637	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5348526	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
PMC2646835	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5053355	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	
PMC4904239	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC4299477	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
PMC5957306	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3616963	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	
PMC6412593	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
PMC3526858	0	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	
PMC5627285	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5656748	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	
PMC5074596	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	
PMC5021738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6163237	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	
PMC3743840	0	0	0	0	0	0	0	0	0	0	0	10	0	16	0	0	0	
PMC5088052	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4869110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6117849	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
PMC5595330	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5487404	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6224406	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC6361445	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC3959555	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5314117	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	
PMC5773968	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5493003	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6346208	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6195539	0	1	1	0	0	0	0	0	1	0	2	4	0	0	0	0	0	
PMC5782384	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4601596	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	
PMC6505068	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4506402	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	
PMC3630094	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21	0	0	
PMC3735577	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	
PMC5753453	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	
PMC5941172	0	0	0	1	0	0	0	0	0	0	5	0	0	12	0	0	0	
PMC6299476	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC5342387	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	
PMC5027092	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
PMC6591987	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5057259	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6250425	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC3616724	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
PMC4489717	0	0	0	0	0	0	0	0	5	0	7	17	0	32	0	0	0	
PMC4319962	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	
PMC6431546	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4835624	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5302838	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
PMC5557780	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5034803	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6468510	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC3482155	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	
PMC5608440	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	
PMC4942478	0	0	0	7	0	0	0	0	0	0	0	0	0	25	0	0	0	
PMC5696505	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4564381	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC4418171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6186949	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	
PMC6188566	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
PMC5328244	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC3833222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4777373	0	1	0	0	0	0	0	0	2	0	3	3	0	5	0	0	0	
PMC5313604	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4556644	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4110218	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC2996306	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC6303388	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4601365	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
PMC6196945	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC4728538	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC5324141	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
PMC5774037	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
PMC4893253	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6359496	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PMC6136588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC2895646	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
PMC5188445	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC6276698	0	6	0	0	0	0	0	0	13	0	12	2	0	11	0	0	0	
PMC3355768	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PMC2778081	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PMC4972086	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC6444639	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC3765438	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC4264158	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	
PMC4033830	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	
PMC5094038	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
PMC5424286	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PMC4689888	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
PMC4781884	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC5784728	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
PMC5844977	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	
PMC2896174	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
PMC3261875	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	
PMC6256186	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
PMC6368749	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PMC5886384	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
