f1-score	Precision	Recall	Accuracy	Loss	f1-scoreCV	PrecisionCV	RecallCV	AccuracyCV	LossCV	Combination	Token	Lemma	Stem	Time
62.964	66.276	65.983	78.158	0.564	69.227	74.788	70.728	79.60000000000001	0.528	CompleteCitation	True	False	False	147.966
65.101	64.249	67.312	78.158	0.556	60.354	69.716	65.702	69.3	0.741	lemma_citation	False	True	False	173.015
60.09	59.096	70.424	63.684	0.741	64.159	67.15	66.802	74.9	0.661	stem_citation	False	False	True	189.855
