f1-score	Precision	Recall	Accuracy	Loss	f1-scoreCV	PrecisionCV	RecallCV	AccuracyCV	LossCV	Combination	Token	Lemma	Stem	Time
60.576	67.452	61.487	78.684	0.731	61.171	68.333	59.362	77.2	0.662	CompleteCitation	True	False	False	153.762
63.91	71.107	59.997	80.526	0.671	59.901	68.814	58.399	76.4	0.75	lemma_citation	False	True	False	159.381
55.019	62.606	51.654	76.316	0.786	59.38	75.161	55.496	78.10000000000001	0.741	stem_citation	False	False	True	167.973
