f1-score	Precision	Recall	Accuracy	Loss	Combination	Token	Lemma	Stem	Time
71.987	76.364	72.35950000000001	82.17	0.472	CompleteCitation	True	False	False	107.956
71.877	77.22125	71.2125	82.697	0.451	lemma_citation	False	True	False	122.02
67.36749999999999	76.37625	65.42200000000001	82.239	0.464	stem_citation	False	False	True	125.266
