f1-score	Precision	Recall	Accuracy	Loss	f1-scoreCV	PrecisionCV	RecallCV	AccuracyCV	LossCV	Combination	Token	Lemma	Stem	Time
73.233	81.689	70.897	86.053	0.46	79.753	86.837	76.767	88.7	0.357	CompleteCitation	True	False	False	343.609
68.754	73.382	66.913	83.421	0.442	81.145	88.584	77.664	89.0	0.373	lemma_citation	False	True	False	353.485
75.143	81.318	72.831	86.053	0.424	79.47	87.527	76.55	88.6	0.371	stem_citation	False	False	True	346.467
