f1-score	Precision	Recall	Accuracy	Loss	f1-scoreCV	PrecisionCV	RecallCV	AccuracyCV	LossCV	Combination	Token	Lemma	Stem	Time
56.64	66.516	53.344	78.158	0.685	60.63	67.381	58.491	76.6	0.659	CompleteCitation	True	False	False	122.58
64.015	68.998	62.679	80.526	0.672	60.823	68.52	59.293	77.2	0.702	lemma_citation	False	True	False	126.887
53.201	63.232	51.29	77.632	0.746	58.174	63.901	56.887	74.6	0.698	stem_citation	False	False	True	133.401
