f1-score	Precision	Recall	Accuracy	Loss	f1-scoreCV	PrecisionCV	RecallCV	AccuracyCV	LossCV	Combination	Token	Lemma	Stem	Time
62.247	60.694	64.297	73.947	0.621	65.388	68.674	68.833	73.8	0.599	CompleteCitation	True	False	False	196.101
64.393	70.388	62.8	81.053	0.512	68.978	75.561	66.901	81.2	0.529	lemma_citation	False	True	False	215.098
59.137	56.38	64.829	69.474	0.766	69.483	69.581	72.107	78.60000000000001	0.631	stem_citation	False	False	True	234.179
