f1-score	Precision	Recall	Accuracy	Cross-score(5)	Loss	Time	Approach
39.132	38.885	39.971	77.96610169491525	76.502	0.617608336927527	248.369	CompleteCitation
37.961	39.306	38.169	78.64406779661017	74.816	0.6787322745989945	287.739	lemma_citation
35.739	42.774	34.884	77.96610169491525	75.317	0.7052027587163247	353.402	stem_citation
